shipment_id,date_arrivee_port,terminal,type_marchandise,volume_evp,volume_journalier_terminal,compagnie_transport,destination_finale,distance_corridor_km,jour_semaine,saison,statut_douane,temps_sejour_port_heures,temps_retour_conteneur_vide_heures,retard_corridor,cout_detention_estime_fcfa
CRI-01396,2024-05-05,Môle 1,Import général,1,274,Transporteur D,Kayes (Mali),975.7,Dimanche,sèche,dédouanement en cours,74.4,48.8,False,330199
CRI-01397,2024-05-05,Terminal Roulier,Denrées alimentaires,1,232,Transporteur C,Touba,198.7,Dimanche,sèche,dédouanement en cours,51.0,21.7,False,4121
CRI-01398,2024-05-05,Terminal à Conteneurs,Import général,2,282,Transporteur indépendant,Kayes (Mali),910.3,Dimanche,sèche,dédouané avant arrivée,72.2,27.4,False,361619
CRI-01399,2024-05-05,Môle 8,Denrées alimentaires,1,328,Transporteur indépendant,Kaolack,197.2,Dimanche,sèche,dédouanement en cours,70.6,35.7,False,164627
CRI-01400,2024-05-05,Môle 8,Hydrocarbures,1,299,Transporteur F,Kayes (Mali),987.7,Dimanche,sèche,bloqué (litige/documents),81.6,86.7,False,533975
CRI-01401,2024-05-05,Terminal à Conteneurs,Import général,1,228,Transporteur A,Bamako (Mali),1228.0,Dimanche,sèche,dédouanement en cours,69.8,43.7,False,282884
CRI-01402,2024-05-06,Môle 8,Import général,3,286,Transporteur indépendant,Kaédi (Mauritanie),462.5,Lundi,sèche,dédouanement en cours,72.1,34.0,True,647286
CRI-01403,2024-05-06,Terminal à Conteneurs,Matériaux de construction,1,381,Transporteur indépendant,Touba,193.2,Lundi,sèche,dédouanement en cours,111.7,87.1,False,631428
CRI-01404,2024-05-06,Terminal à Conteneurs,Matériaux de construction,2,456,Transporteur G,Kayes (Mali),936.0,Lundi,sèche,dédouané avant arrivée,60.9,85.3,True,947894
CRI-01405,2024-05-06,Môle 1,Biens de consommation,3,367,Transporteur E,Thiès,68.5,Lundi,sèche,dédouanement en cours,81.7,62.5,False,1135660
CRI-01406,2024-05-06,Terminal à Conteneurs,Import général,1,339,Transporteur C,Thiès,74.4,Lundi,sèche,dédouanement en cours,76.4,42.9,False,249307
CRI-01407,2024-05-06,Terminal Roulier,Équipements industriels,1,402,Transporteur A,Ziguinchor,434.2,Lundi,sèche,dédouané avant arrivée,55.9,34.7,False,111008
CRI-01408,2024-05-06,Môle 3,Hydrocarbures,1,434,Transporteur indépendant,Kayes (Mali),987.9,Lundi,sèche,dédouané avant arrivée,35.6,42.6,True,27682
CRI-01409,2024-05-06,Terminal à Conteneurs,Biens de consommation,2,340,Transporteur C,Dakar (local),19.5,Lundi,sèche,dédouanement en cours,90.6,44.1,False,693422
CRI-01410,2024-05-06,Terminal à Conteneurs,Hydrocarbures,1,381,Transporteur G,Kayes (Mali),960.1,Lundi,sèche,dédouanement en cours,75.1,59.0,False,332827
CRI-01411,2024-05-06,Môle 3,Import général,1,433,Transporteur A,Thiès,69.5,Lundi,sèche,dédouanement en cours,77.6,56.5,False,375153
CRI-01412,2024-05-07,Terminal à Conteneurs,Matériaux de construction,1,360,Transporteur B,Tambacounda,460.3,Mardi,sèche,dédouané avant arrivée,94.1,35.6,False,273782
CRI-01413,2024-05-07,Terminal Roulier,Hydrocarbures,2,321,Transporteur indépendant,Kayes (Mali),956.4,Mardi,sèche,dédouanement en cours,44.0,44.4,True,188870
CRI-01414,2024-05-07,Môle 8,Hydrocarbures,2,339,Transporteur G,Kayes (Mali),915.4,Mardi,sèche,dédouané avant arrivée,66.4,47.3,False,566655
CRI-01415,2024-05-07,Môle 8,Import général,4,471,Transporteur E,Bamako (Mali),1209.5,Mardi,sèche,dédouanement en cours,122.7,59.1,True,2937266
CRI-01416,2024-05-07,Môle 8,Import général,1,365,Transporteur E,Thiès,64.2,Mardi,sèche,dédouanement en cours,76.1,36.9,False,196063
CRI-01417,2024-05-07,Môle 8,Denrées alimentaires,1,378,Transporteur C,Ziguinchor,466.9,Mardi,sèche,dédouanement en cours,92.3,32.6,False,348541
CRI-01418,2024-05-07,Terminal à Conteneurs,Matériaux de construction,2,455,Transporteur F,Thiès,69.8,Mardi,sèche,dédouané avant arrivée,30.7,38.4,False,0
CRI-01419,2024-05-07,Môle 1,Matériaux de construction,1,360,Transporteur F,Kaolack,182.7,Mardi,sèche,dédouané avant arrivée,34.1,31.7,False,0
CRI-01420,2024-05-07,Terminal Roulier,Hydrocarbures,1,456,Transporteur B,Tambacounda,463.3,Mardi,sèche,bloqué (litige/documents),87.5,64.4,False,481898
CRI-01421,2024-05-07,Terminal Roulier,Import général,2,409,Transporteur B,Bamako (Mali),1241.0,Mardi,sèche,dédouané avant arrivée,89.2,35.7,False,550771
CRI-01422,2024-05-07,Môle 3,Denrées alimentaires,2,387,Transporteur D,Touba,182.3,Mardi,sèche,dédouané avant arrivée,59.7,29.0,False,194900
CRI-01423,2024-05-07,Terminal à Conteneurs,Biens de consommation,1,401,Transporteur G,Kayes (Mali),933.2,Mardi,sèche,dédouanement en cours,93.1,39.5,False,339397
CRI-01424,2024-05-07,Môle 3,Matériaux de construction,1,416,Transporteur B,Bamako (Mali),1226.5,Mardi,sèche,dédouanement en cours,85.4,62.5,True,505934
CRI-01425,2024-05-08,Môle 8,Biens de consommation,1,423,Transporteur F,Dakar (local),19.8,Mercredi,sèche,dédouané avant arrivée,58.8,43.6,False,203823
CRI-01426,2024-05-08,Môle 8,Denrées alimentaires,3,398,Transporteur E,Kayes (Mali),965.7,Mercredi,sèche,dédouané avant arrivée,71.6,51.1,True,700322
CRI-01427,2024-05-08,Môle 3,Biens de consommation,1,348,Transporteur indépendant,Thiès,68.8,Mercredi,sèche,dédouané avant arrivée,41.5,24.7,True,0
CRI-01428,2024-05-08,Terminal à Conteneurs,Import général,1,409,Transporteur G,Ziguinchor,445.7,Mercredi,sèche,dédouanement en cours,87.5,55.9,False,327538
CRI-01429,2024-05-08,Môle 1,Import général,1,349,Transporteur indépendant,Kaolack,189.0,Mercredi,sèche,dédouanement en cours,77.1,40.5,False,250748
CRI-01430,2024-05-08,Môle 8,Matériaux de construction,1,357,Transporteur F,Dakar (local),20.3,Mercredi,sèche,dédouanement en cours,71.0,44.1,False,300363
CRI-01431,2024-05-08,Môle 1,Matériaux de construction,2,368,Transporteur G,Kaolack,193.3,Mercredi,sèche,dédouané avant arrivée,35.0,45.4,False,106815
CRI-01432,2024-05-08,Môle 1,Équipements industriels,1,359,Transporteur B,Bamako (Mali),1237.8,Mercredi,sèche,dédouané avant arrivée,56.7,43.9,True,199593
CRI-01433,2024-05-08,Terminal à Conteneurs,Hydrocarbures,2,339,Transporteur F,Bamako (Mali),1180.8,Mercredi,sèche,dédouané avant arrivée,51.6,42.2,False,243716
CRI-01434,2024-05-08,Terminal à Conteneurs,Hydrocarbures,4,337,Transporteur A,Thiès,68.9,Mercredi,sèche,dédouanement en cours,65.3,63.6,False,1521223
CRI-01435,2024-05-08,Môle 8,Matériaux de construction,1,326,Transporteur G,Bamako (Mali),1205.1,Mercredi,sèche,dédouanement en cours,39.4,26.8,False,0
CRI-01436,2024-05-08,Môle 3,Import général,1,354,Transporteur C,Thiès,68.1,Mercredi,sèche,dédouané avant arrivée,96.2,45.8,False,423523
CRI-01437,2024-05-09,Môle 8,Import général,2,363,Transporteur G,Dakar (local),19.3,Jeudi,sèche,dédouanement en cours,79.3,34.3,False,472030
CRI-01438,2024-05-09,Môle 1,Import général,2,390,Transporteur indépendant,Kaolack,194.1,Jeudi,sèche,dédouané avant arrivée,49.2,45.4,False,250674
CRI-01439,2024-05-09,Terminal à Conteneurs,Matériaux de construction,1,354,Transporteur F,Kayes (Mali),953.7,Jeudi,sèche,dédouanement en cours,53.0,91.8,True,413284
CRI-01440,2024-05-09,Terminal à Conteneurs,Matériaux de construction,2,394,Transporteur B,Dakar (local),20.2,Jeudi,sèche,dédouané avant arrivée,63.2,55.7,False,468731
CRI-01441,2024-05-09,Môle 8,Import général,1,337,Transporteur F,Tambacounda,445.6,Jeudi,sèche,dédouanement en cours,74.2,25.9,False,194155
CRI-01442,2024-05-09,Terminal Roulier,Hydrocarbures,1,351,Transporteur C,Thiès,68.9,Jeudi,sèche,dédouanement en cours,53.4,50.8,False,150008
CRI-01443,2024-05-09,Môle 1,Biens de consommation,2,315,Transporteur indépendant,Tambacounda,454.8,Jeudi,sèche,dédouané avant arrivée,23.4,46.2,False,0
CRI-01444,2024-05-09,Terminal à Conteneurs,Hydrocarbures,1,379,Transporteur D,Thiès,72.3,Jeudi,sèche,dédouané avant arrivée,83.8,66.2,True,378287
CRI-01445,2024-05-09,Terminal Roulier,Denrées alimentaires,3,362,Transporteur A,Dakar (local),20.6,Jeudi,sèche,dédouanement en cours,61.3,15.3,False,63586
CRI-01446,2024-05-09,Terminal Roulier,Import général,1,386,Transporteur F,Dakar (local),20.0,Jeudi,sèche,dédouanement en cours,66.3,41.3,False,215233
CRI-01447,2024-05-10,Terminal à Conteneurs,Denrées alimentaires,2,335,Transporteur B,Tambacounda,474.9,Vendredi,sèche,dédouané avant arrivée,33.8,60.0,False,300565
CRI-01448,2024-05-10,Terminal à Conteneurs,Équipements industriels,1,373,Transporteur D,Bamako (Mali),1148.3,Vendredi,sèche,dédouanement en cours,95.7,74.1,True,440240
CRI-01449,2024-05-10,Terminal à Conteneurs,Matériaux de construction,1,346,Transporteur G,Kayes (Mali),955.0,Vendredi,sèche,dédouanement en cours,102.7,21.8,False,325599
CRI-01450,2024-05-10,Môle 1,Import général,2,326,Transporteur indépendant,Kaolack,190.0,Vendredi,sèche,dédouanement en cours,61.3,34.4,False,255161
CRI-01451,2024-05-10,Môle 8,Équipements industriels,1,366,Transporteur G,Bamako (Mali),1244.5,Vendredi,sèche,dédouané avant arrivée,54.8,76.0,True,289019
CRI-01452,2024-05-10,Terminal à Conteneurs,Import général,4,325,Transporteur A,Dakar (local),19.7,Vendredi,sèche,dédouanement en cours,119.5,19.7,False,1804135
CRI-01453,2024-05-10,Môle 1,Import général,1,421,Transporteur A,Ziguinchor,437.9,Vendredi,sèche,dédouané avant arrivée,41.8,81.4,True,274877
CRI-01454,2024-05-10,Terminal Roulier,Import général,1,302,Transporteur B,Kayes (Mali),934.9,Vendredi,sèche,dédouanement en cours,74.0,37.3,False,248775
CRI-01455,2024-05-10,Terminal à Conteneurs,Matériaux de construction,1,425,Transporteur C,Ziguinchor,464.3,Vendredi,sèche,dédouanement en cours,103.4,60.9,False,426782
CRI-01456,2024-05-10,Terminal Roulier,Import général,1,370,Transporteur F,Tambacounda,453.4,Vendredi,sèche,bloqué (litige/documents),92.1,57.8,True,480886
CRI-01457,2024-05-10,Môle 1,Denrées alimentaires,1,329,Transporteur F,Touba,182.0,Vendredi,sèche,dédouané avant arrivée,47.7,42.4,False,124733
CRI-01458,2024-05-10,Terminal à Conteneurs,Denrées alimentaires,1,293,Transporteur D,Bamako (Mali),1224.5,Vendredi,sèche,dédouanement en cours,68.9,29.5,True,141322
CRI-01459,2024-05-10,Terminal à Conteneurs,Import général,4,394,Transporteur indépendant,Touba,197.4,Vendredi,sèche,dédouané avant arrivée,39.4,54.9,False,583492
CRI-01460,2024-05-10,Môle 3,Import général,1,304,Transporteur indépendant,Kaédi (Mauritanie),485.6,Vendredi,sèche,dédouané avant arrivée,70.5,56.5,False,278213
CRI-01461,2024-05-11,Môle 8,Denrées alimentaires,2,382,Transporteur E,Tambacounda,476.7,Samedi,sèche,dédouané avant arrivée,55.8,51.9,False,333242
CRI-01462,2024-05-11,Terminal à Conteneurs,Import général,1,371,Transporteur C,Kayes (Mali),975.2,Samedi,sèche,dédouanement en cours,83.5,85.1,True,529792
CRI-01463,2024-05-11,Terminal à Conteneurs,Hydrocarbures,2,372,Transporteur F,Tambacounda,461.0,Samedi,sèche,dédouané avant arrivée,52.1,34.5,False,146473
CRI-01464,2024-05-11,Môle 3,Denrées alimentaires,1,332,Transporteur C,Tambacounda,459.5,Samedi,sèche,dédouanement en cours,91.4,66.9,False,516780
CRI-01465,2024-05-11,Terminal à Conteneurs,Denrées alimentaires,3,283,Transporteur C,Tambacounda,463.3,Samedi,sèche,dédouané avant arrivée,66.9,36.4,False,526921
CRI-01466,2024-05-11,Môle 1,Matériaux de construction,1,335,Transporteur D,Kayes (Mali),947.0,Samedi,sèche,dédouané avant arrivée,57.8,50.9,True,236984
CRI-01467,2024-05-11,Terminal Roulier,Biens de consommation,1,420,Transporteur A,Dakar (local),19.8,Samedi,sèche,dédouanement en cours,88.1,50.2,False,298986
CRI-01468,2024-05-11,Môle 1,Hydrocarbures,3,405,Transporteur C,Dakar (local),20.1,Samedi,sèche,dédouané avant arrivée,46.0,69.4,False,884532
CRI-01469,2024-05-11,Terminal à Conteneurs,Biens de consommation,2,373,Transporteur D,Dakar (local),20.9,Samedi,sèche,dédouanement en cours,67.7,43.0,False,471417
CRI-01470,2024-05-11,Terminal à Conteneurs,Import général,2,270,Transporteur B,Bamako (Mali),1227.7,Samedi,sèche,bloqué (litige/documents),132.4,40.0,False,1388629
CRI-01471,2024-05-12,Terminal à Conteneurs,Denrées alimentaires,1,260,Transporteur F,Touba,204.5,Dimanche,sèche,dédouanement en cours,57.2,34.1,False,134161
CRI-01472,2024-05-12,Terminal Roulier,Denrées alimentaires,2,267,Transporteur G,Touba,186.0,Dimanche,sèche,dédouané avant arrivée,65.5,55.8,False,492286
CRI-01473,2024-05-12,Terminal à Conteneurs,Matériaux de construction,2,257,Transporteur G,Ziguinchor,457.2,Dimanche,sèche,dédouané avant arrivée,82.9,40.3,False,607534
CRI-01474,2024-05-12,Terminal à Conteneurs,Import général,1,300,Transporteur D,Kaolack,188.1,Dimanche,sèche,dédouanement en cours,65.8,33.0,False,147130
CRI-01475,2024-05-12,Môle 8,Biens de consommation,1,268,Transporteur indépendant,Kaédi (Mauritanie),455.7,Dimanche,sèche,dédouanement en cours,62.9,41.9,False,155423
CRI-01476,2024-05-12,Terminal à Conteneurs,Denrées alimentaires,1,245,Transporteur B,Bamako (Mali),1185.5,Dimanche,sèche,dédouané avant arrivée,51.4,12.4,True,0
CRI-01477,2024-05-12,Môle 8,Hydrocarbures,1,197,Transporteur F,Kaolack,192.6,Dimanche,sèche,dédouané avant arrivée,57.8,16.2,False,10798
CRI-01478,2024-05-12,Terminal à Conteneurs,Import général,1,283,Transporteur C,Bamako (Mali),1282.3,Dimanche,sèche,dédouanement en cours,60.4,10.9,False,0
CRI-01479,2024-05-12,Terminal à Conteneurs,Équipements industriels,1,236,Transporteur C,Kayes (Mali),964.3,Dimanche,sèche,dédouané avant arrivée,55.4,27.1,False,58280
CRI-01480,2024-05-12,Terminal à Conteneurs,Import général,1,268,Transporteur G,Bamako (Mali),1220.0,Dimanche,sèche,dédouanement en cours,93.5,37.8,False,403313
CRI-01481,2024-05-12,Terminal à Conteneurs,Équipements industriels,2,253,Transporteur B,Kaédi (Mauritanie),481.6,Dimanche,sèche,dédouanement en cours,54.0,34.1,False,173301
CRI-01482,2024-05-12,Môle 1,Denrées alimentaires,1,243,Transporteur C,Thiès,71.9,Dimanche,sèche,dédouanement en cours,30.9,37.2,False,0
CRI-01483,2024-05-12,Môle 1,Biens de consommation,3,236,Transporteur A,Bamako (Mali),1201.8,Dimanche,sèche,dédouanement en cours,75.1,25.0,False,589398
CRI-01484,2024-05-12,Terminal à Conteneurs,Équipements industriels,1,260,Transporteur E,Bamako (Mali),1232.3,Dimanche,sèche,dédouané avant arrivée,47.2,39.0,True,88623
CRI-01485,2024-05-12,Môle 1,Hydrocarbures,1,244,Transporteur G,Bamako (Mali),1230.8,Dimanche,sèche,dédouanement en cours,76.3,16.6,False,142541
CRI-01486,2024-05-12,Terminal Roulier,Denrées alimentaires,2,251,Transporteur indépendant,Thiès,72.7,Dimanche,sèche,dédouané avant arrivée,32.7,51.9,False,167694
CRI-01487,2024-05-12,Môle 8,Hydrocarbures,1,332,Transporteur G,Kaolack,186.3,Dimanche,sèche,dédouanement en cours,56.8,33.7,False,120333
CRI-01488,2024-05-12,Môle 1,Import général,3,271,Transporteur A,Bamako (Mali),1151.5,Dimanche,sèche,dédouané avant arrivée,38.3,36.6,False,42281
CRI-01489,2024-05-12,Terminal à Conteneurs,Import général,1,281,Transporteur indépendant,Kaolack,187.0,Dimanche,sèche,dédouané avant arrivée,63.6,33.1,False,171323
CRI-01490,2024-05-12,Terminal Roulier,Import général,1,317,Transporteur G,Dakar (local),20.2,Dimanche,sèche,dédouanement en cours,91.8,39.6,False,297990
CRI-01491,2024-05-13,Môle 8,Denrées alimentaires,1,442,Transporteur B,Tambacounda,469.8,Lundi,sèche,dédouanement en cours,87.0,30.1,False,315206
CRI-01492,2024-05-13,Terminal à Conteneurs,Biens de consommation,1,338,Transporteur C,Kayes (Mali),933.0,Lundi,sèche,dédouanement en cours,79.1,17.9,False,163824
CRI-01493,2024-05-13,Terminal à Conteneurs,Hydrocarbures,2,463,Transporteur D,Dakar (local),19.9,Lundi,sèche,bloqué (litige/documents),147.7,40.8,False,1054787
CRI-01494,2024-05-13,Terminal à Conteneurs,Matériaux de construction,2,472,Transporteur B,Tambacounda,470.0,Lundi,sèche,dédouané avant arrivée,60.5,68.8,False,791961
CRI-01495,2024-05-13,Terminal Roulier,Import général,1,433,Transporteur D,Touba,183.8,Lundi,sèche,dédouanement en cours,80.4,30.3,False,237076
CRI-01496,2024-05-13,Terminal à Conteneurs,Import général,3,440,Transporteur D,Dakar (local),20.3,Lundi,sèche,dédouané avant arrivée,54.6,64.8,False,647808
CRI-01497,2024-05-13,Môle 1,Denrées alimentaires,2,421,Transporteur F,Kaolack,188.9,Lundi,sèche,bloqué (litige/documents),135.1,81.5,False,1581933
CRI-01498,2024-05-13,Terminal Roulier,Biens de consommation,1,528,Transporteur C,Bamako (Mali),1223.0,Lundi,sèche,dédouanement en cours,122.0,62.2,True,533014
CRI-01499,2024-05-13,Môle 3,Denrées alimentaires,4,414,Transporteur A,Thiès,71.1,Lundi,sèche,dédouané avant arrivée,72.6,63.4,False,1235265
CRI-01500,2024-05-13,Terminal à Conteneurs,Matériaux de construction,2,350,Transporteur D,Kaolack,188.2,Lundi,sèche,bloqué (litige/documents),97.1,37.6,False,759363
CRI-01501,2024-05-13,Môle 3,Import général,1,462,Transporteur B,Bamako (Mali),1185.8,Lundi,sèche,dédouanement en cours,74.5,51.8,True,282942
CRI-01502,2024-05-14,Terminal à Conteneurs,Biens de consommation,1,335,Transporteur C,Kayes (Mali),948.4,Mardi,sèche,dédouanement en cours,59.0,40.7,True,138897
CRI-01503,2024-05-14,Môle 8,Import général,3,414,Transporteur G,Ziguinchor,454.1,Mardi,sèche,dédouanement en cours,95.3,78.5,False,1605250
CRI-01504,2024-05-14,Terminal Roulier,Import général,1,423,Transporteur D,Thiès,67.7,Mardi,sèche,dédouané avant arrivée,41.0,38.4,False,50355
CRI-01505,2024-05-14,Môle 8,Import général,1,418,Transporteur B,Kayes (Mali),948.3,Mardi,sèche,dédouanement en cours,100.7,52.1,False,451098
CRI-01506,2024-05-14,Môle 3,Matériaux de construction,1,512,Transporteur F,Tambacounda,480.2,Mardi,sèche,dédouané avant arrivée,51.9,38.4,True,102457
CRI-01507,2024-05-14,Terminal Roulier,Biens de consommation,1,401,Transporteur E,Dakar (local),20.0,Mardi,sèche,bloqué (litige/documents),141.6,40.0,False,531316
CRI-01508,2024-05-14,Môle 3,Denrées alimentaires,1,436,Transporteur F,Kayes (Mali),963.3,Mardi,sèche,dédouané avant arrivée,44.7,63.7,False,192955
CRI-01509,2024-05-14,Môle 8,Denrées alimentaires,1,416,Transporteur C,Kayes (Mali),944.4,Mardi,sèche,dédouanement en cours,105.6,115.8,True,923258
CRI-01510,2024-05-14,Môle 8,Denrées alimentaires,1,384,Transporteur A,Thiès,69.9,Mardi,sèche,dédouané avant arrivée,60.2,70.3,False,292058
CRI-01511,2024-05-14,Terminal à Conteneurs,Denrées alimentaires,2,358,Transporteur indépendant,Bamako (Mali),1234.8,Mardi,sèche,dédouanement en cours,101.8,30.9,True,832596
CRI-01512,2024-05-14,Môle 3,Import général,2,424,Transporteur E,Dakar (local),20.6,Mardi,sèche,dédouané avant arrivée,50.2,79.1,False,758717
CRI-01513,2024-05-14,Môle 8,Import général,3,458,Transporteur C,Kaédi (Mauritanie),489.7,Mardi,sèche,dédouané avant arrivée,60.0,70.0,True,817911
CRI-01514,2024-05-14,Terminal à Conteneurs,Denrées alimentaires,2,480,Transporteur B,Ziguinchor,456.7,Mardi,sèche,dédouané avant arrivée,76.4,77.3,True,748909
CRI-01515,2024-05-14,Terminal Roulier,Import général,1,491,Transporteur E,Kaolack,190.5,Mardi,sèche,dédouané avant arrivée,78.1,83.5,False,563239
CRI-01516,2024-05-14,Môle 1,Matériaux de construction,4,370,Transporteur indépendant,Bamako (Mali),1252.0,Mardi,sèche,dédouané avant arrivée,65.7,54.7,True,1016950
CRI-01517,2024-05-14,Terminal à Conteneurs,Hydrocarbures,4,469,Transporteur F,Tambacounda,476.8,Mardi,sèche,dédouané avant arrivée,60.2,74.7,False,1369233
CRI-01518,2024-05-15,Terminal à Conteneurs,Équipements industriels,1,369,Transporteur F,Kayes (Mali),884.4,Mercredi,sèche,dédouané avant arrivée,94.8,44.9,True,400435
CRI-01519,2024-05-15,Môle 3,Denrées alimentaires,1,316,Transporteur indépendant,Thiès,71.1,Mercredi,sèche,dédouané avant arrivée,45.5,33.4,False,44429
CRI-01520,2024-05-15,Môle 3,Équipements industriels,1,377,Transporteur C,Dakar (local),19.7,Mercredi,sèche,bloqué (litige/documents),108.8,55.8,False,537238
CRI-01521,2024-05-15,Terminal à Conteneurs,Matériaux de construction,1,372,Transporteur indépendant,Thiès,68.6,Mercredi,sèche,dédouané avant arrivée,71.7,51.3,False,267507
CRI-01522,2024-05-15,Terminal à Conteneurs,Biens de consommation,2,329,Transporteur C,Touba,191.6,Mercredi,sèche,dédouanement en cours,75.9,57.8,False,856830
CRI-01523,2024-05-15,Terminal Roulier,Denrées alimentaires,2,294,Transporteur C,Kayes (Mali),936.6,Mercredi,sèche,dédouané avant arrivée,53.8,46.8,False,291252
CRI-01524,2024-05-16,Môle 1,Import général,1,412,Transporteur A,Kayes (Mali),922.3,Jeudi,sèche,dédouané avant arrivée,31.7,72.1,False,194211
CRI-01525,2024-05-16,Terminal à Conteneurs,Hydrocarbures,1,310,Transporteur B,Dakar (local),20.8,Jeudi,sèche,dédouanement en cours,62.5,43.9,False,155132
CRI-01526,2024-05-16,Terminal à Conteneurs,Denrées alimentaires,2,383,Transporteur E,Tambacounda,479.4,Jeudi,sèche,dédouané avant arrivée,69.0,52.3,False,527968
CRI-01527,2024-05-16,Môle 8,Denrées alimentaires,1,376,Transporteur B,Ziguinchor,450.4,Jeudi,sèche,dédouané avant arrivée,81.2,38.7,False,280353
CRI-01528,2024-05-16,Môle 3,Denrées alimentaires,1,385,Transporteur G,Dakar (local),19.7,Jeudi,sèche,dédouanement en cours,80.7,84.7,False,519924
CRI-01529,2024-05-16,Terminal à Conteneurs,Matériaux de construction,1,435,Transporteur A,Touba,188.5,Jeudi,sèche,dédouané avant arrivée,70.1,57.7,False,334780
CRI-01530,2024-05-16,Terminal à Conteneurs,Denrées alimentaires,1,326,Transporteur E,Dakar (local),18.7,Jeudi,sèche,dédouané avant arrivée,40.5,46.7,False,95662
CRI-01531,2024-05-16,Terminal à Conteneurs,Denrées alimentaires,3,297,Transporteur F,Kaédi (Mauritanie),478.4,Jeudi,sèche,dédouanement en cours,55.7,47.9,False,663672
CRI-01532,2024-05-16,Môle 1,Biens de consommation,2,312,Transporteur F,Bamako (Mali),1286.2,Jeudi,sèche,bloqué (litige/documents),53.4,41.1,True,253271
CRI-01533,2024-05-16,Terminal à Conteneurs,Hydrocarbures,1,286,Transporteur C,Tambacounda,489.6,Jeudi,sèche,dédouané avant arrivée,66.4,45.9,False,193429
CRI-01534,2024-05-17,Terminal à Conteneurs,Import général,3,383,Transporteur D,Kayes (Mali),915.8,Vendredi,sèche,dédouanement en cours,97.2,32.4,True,1099290
CRI-01535,2024-05-17,Terminal à Conteneurs,Équipements industriels,1,414,Transporteur E,Touba,191.6,Vendredi,sèche,dédouané avant arrivée,47.5,60.6,False,233050
CRI-01536,2024-05-17,Môle 8,Denrées alimentaires,2,360,Transporteur D,Tambacounda,470.8,Vendredi,sèche,dédouanement en cours,85.4,32.6,False,495057
CRI-01537,2024-05-17,Môle 8,Import général,1,380,Transporteur B,Tambacounda,482.0,Vendredi,sèche,dédouanement en cours,82.1,39.5,False,342345
CRI-01538,2024-05-17,Terminal à Conteneurs,Denrées alimentaires,2,338,Transporteur B,Kaédi (Mauritanie),467.1,Vendredi,sèche,dédouané avant arrivée,30.5,64.5,False,262100
CRI-01539,2024-05-17,Môle 3,Import général,3,314,Transporteur B,Kaolack,182.0,Vendredi,sèche,dédouanement en cours,96.8,39.5,False,993050
CRI-01540,2024-05-17,Môle 1,Équipements industriels,2,302,Transporteur E,Kaolack,187.0,Vendredi,sèche,dédouané avant arrivée,109.3,28.9,False,779324
CRI-01541,2024-05-17,Terminal à Conteneurs,Denrées alimentaires,2,382,Transporteur B,Thiès,68.1,Vendredi,sèche,dédouanement en cours,62.7,58.3,False,645148
CRI-01542,2024-05-17,Môle 8,Équipements industriels,1,342,Transporteur G,Ziguinchor,438.3,Vendredi,sèche,dédouanement en cours,104.1,75.3,False,736652
CRI-01543,2024-05-17,Môle 1,Denrées alimentaires,1,436,Transporteur D,Kaolack,194.6,Vendredi,sèche,dédouané avant arrivée,89.4,69.0,False,498659
CRI-01544,2024-05-17,Terminal à Conteneurs,Biens de consommation,3,336,Transporteur E,Thiès,74.2,Vendredi,sèche,dédouané avant arrivée,51.5,66.1,False,639704
CRI-01545,2024-05-17,Terminal à Conteneurs,Import général,4,391,Transporteur A,Touba,182.7,Vendredi,sèche,dédouané avant arrivée,100.2,67.2,False,2410745
CRI-01546,2024-05-17,Terminal à Conteneurs,Hydrocarbures,2,346,Transporteur indépendant,Tambacounda,477.8,Vendredi,sèche,dédouané avant arrivée,93.5,50.3,False,671631
CRI-01547,2024-05-17,Môle 3,Import général,1,357,Transporteur G,Tambacounda,437.6,Vendredi,sèche,dédouanement en cours,60.2,43.7,False,158435
CRI-01548,2024-05-17,Terminal à Conteneurs,Biens de consommation,2,349,Transporteur indépendant,Tambacounda,477.1,Vendredi,sèche,bloqué (litige/documents),122.4,44.2,False,1007387
CRI-01549,2024-05-17,Môle 1,Hydrocarbures,1,332,Transporteur indépendant,Dakar (local),21.6,Vendredi,sèche,dédouané avant arrivée,72.6,29.3,False,192993
CRI-01550,2024-05-18,Môle 3,Denrées alimentaires,2,415,Transporteur F,Dakar (local),20.7,Samedi,sèche,dédouané avant arrivée,61.6,48.9,False,389482
CRI-01551,2024-05-18,Terminal Roulier,Import général,3,385,Transporteur indépendant,Dakar (local),19.2,Samedi,sèche,dédouané avant arrivée,52.0,48.8,True,568073
CRI-01552,2024-05-18,Môle 1,Hydrocarbures,1,443,Transporteur D,Tambacounda,500.3,Samedi,sèche,dédouanement en cours,41.4,25.5,False,0
CRI-01553,2024-05-18,Terminal à Conteneurs,Matériaux de construction,2,266,Transporteur G,Thiès,71.7,Samedi,sèche,dédouané avant arrivée,42.0,40.3,False,120480
CRI-01554,2024-05-18,Môle 1,Matériaux de construction,1,363,Transporteur A,Dakar (local),19.8,Samedi,sèche,dédouané avant arrivée,65.1,43.3,False,189618
CRI-01555,2024-05-18,Terminal à Conteneurs,Import général,3,443,Transporteur indépendant,Bamako (Mali),1190.6,Samedi,sèche,dédouanement en cours,119.6,51.4,True,1995534
CRI-01556,2024-05-18,Terminal à Conteneurs,Import général,3,251,Transporteur B,Tambacounda,473.4,Samedi,sèche,dédouané avant arrivée,65.6,37.0,False,542061
